"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"14/11/2023 12:00:00 - 14/11/2023 13:00:00","BZN|FR","Without Sequence","75.08","",""
"14/11/2023 13:00:00 - 14/11/2023 14:00:00","BZN|FR","Without Sequence","75.53","",""
"14/11/2023 14:00:00 - 14/11/2023 15:00:00","BZN|FR","Without Sequence","81.71","",""
"14/11/2023 15:00:00 - 14/11/2023 16:00:00","BZN|FR","Without Sequence","87.55","",""
"14/11/2023 16:00:00 - 14/11/2023 17:00:00","BZN|FR","Without Sequence","79.83","",""
"14/11/2023 17:00:00 - 14/11/2023 18:00:00","BZN|FR","Without Sequence","97.79","",""
"14/11/2023 18:00:00 - 14/11/2023 19:00:00","BZN|FR","Without Sequence","118.14","",""
"14/11/2023 19:00:00 - 14/11/2023 20:00:00","BZN|FR","Without Sequence","117.02","",""
"14/11/2023 20:00:00 - 14/11/2023 21:00:00","BZN|FR","Without Sequence","100.43","",""
"14/11/2023 21:00:00 - 14/11/2023 22:00:00","BZN|FR","Without Sequence","88.52","",""
"14/11/2023 22:00:00 - 14/11/2023 23:00:00","BZN|FR","Without Sequence","91.29","",""
"14/11/2023 23:00:00 - 15/11/2023 00:00:00","BZN|FR","Without Sequence","91.29","",""
"15/11/2023 00:00:00 - 15/11/2023 01:00:00","BZN|FR","Without Sequence","81.10","",""
"15/11/2023 01:00:00 - 15/11/2023 02:00:00","BZN|FR","Without Sequence","76.42","",""
"15/11/2023 02:00:00 - 15/11/2023 03:00:00","BZN|FR","Without Sequence","72.90","",""
"15/11/2023 03:00:00 - 15/11/2023 04:00:00","BZN|FR","Without Sequence","70.69","",""
"15/11/2023 04:00:00 - 15/11/2023 05:00:00","BZN|FR","Without Sequence","74.45","",""
"15/11/2023 05:00:00 - 15/11/2023 06:00:00","BZN|FR","Without Sequence","80.68","",""
"15/11/2023 06:00:00 - 15/11/2023 07:00:00","BZN|FR","Without Sequence","93.55","",""
"15/11/2023 07:00:00 - 15/11/2023 08:00:00","BZN|FR","Without Sequence","112.67","",""
"15/11/2023 08:00:00 - 15/11/2023 09:00:00","BZN|FR","Without Sequence","117.72","",""
"15/11/2023 09:00:00 - 15/11/2023 10:00:00","BZN|FR","Without Sequence","103.41","",""
"15/11/2023 10:00:00 - 15/11/2023 11:00:00","BZN|FR","Without Sequence","92.59","",""
"15/11/2023 11:00:00 - 15/11/2023 12:00:00","BZN|FR","Without Sequence","85.50","",""
"15/11/2023 12:00:00 - 15/11/2023 13:00:00","BZN|FR","Without Sequence","84.42","",""
"15/11/2023 13:00:00 - 15/11/2023 14:00:00","BZN|FR","Without Sequence","83.35","",""
"15/11/2023 14:00:00 - 15/11/2023 15:00:00","BZN|FR","Without Sequence","82.51","",""
"15/11/2023 15:00:00 - 15/11/2023 16:00:00","BZN|FR","Without Sequence","84.52","",""
"15/11/2023 16:00:00 - 15/11/2023 17:00:00","BZN|FR","Without Sequence","102.94","",""
"15/11/2023 17:00:00 - 15/11/2023 18:00:00","BZN|FR","Without Sequence","120.20","",""
"15/11/2023 18:00:00 - 15/11/2023 19:00:00","BZN|FR","Without Sequence","129.90","",""
"15/11/2023 19:00:00 - 15/11/2023 20:00:00","BZN|FR","Without Sequence","121.09","",""
"15/11/2023 20:00:00 - 15/11/2023 21:00:00","BZN|FR","Without Sequence","110.51","",""
"15/11/2023 21:00:00 - 15/11/2023 22:00:00","BZN|FR","Without Sequence","97.76","",""
"15/11/2023 22:00:00 - 15/11/2023 23:00:00","BZN|FR","Without Sequence","91.66","",""
"15/11/2023 23:00:00 - 16/11/2023 00:00:00","BZN|FR","Without Sequence","91.66","",""
"16/11/2023 00:00:00 - 16/11/2023 01:00:00","BZN|FR","Without Sequence","85.48","",""
"16/11/2023 01:00:00 - 16/11/2023 02:00:00","BZN|FR","Without Sequence","83.29","",""
"16/11/2023 02:00:00 - 16/11/2023 03:00:00","BZN|FR","Without Sequence","82.06","",""
"16/11/2023 03:00:00 - 16/11/2023 04:00:00","BZN|FR","Without Sequence","79.90","",""
"16/11/2023 04:00:00 - 16/11/2023 05:00:00","BZN|FR","Without Sequence","84.81","",""
"16/11/2023 05:00:00 - 16/11/2023 06:00:00","BZN|FR","Without Sequence","91.21","",""
"16/11/2023 06:00:00 - 16/11/2023 07:00:00","BZN|FR","Without Sequence","102.52","",""
"16/11/2023 07:00:00 - 16/11/2023 08:00:00","BZN|FR","Without Sequence","126.90","",""
"16/11/2023 08:00:00 - 16/11/2023 09:00:00","BZN|FR","Without Sequence","129.99","",""
"16/11/2023 09:00:00 - 16/11/2023 10:00:00","BZN|FR","Without Sequence","128.59","",""
"16/11/2023 10:00:00 - 16/11/2023 11:00:00","BZN|FR","Without Sequence","120.10","",""
"16/11/2023 11:00:00 - 16/11/2023 12:00:00","BZN|FR","Without Sequence","116.62","",""
"16/11/2023 12:00:00 - 16/11/2023 13:00:00","BZN|FR","Without Sequence","122.63","",""
"16/11/2023 13:00:00 - 16/11/2023 14:00:00","BZN|FR","Without Sequence","103.15","",""
"16/11/2023 14:00:00 - 16/11/2023 15:00:00","BZN|FR","Without Sequence","90.28","",""
"16/11/2023 15:00:00 - 16/11/2023 16:00:00","BZN|FR","Without Sequence","84.79","",""
"16/11/2023 16:00:00 - 16/11/2023 17:00:00","BZN|FR","Without Sequence","89.61","",""
"16/11/2023 17:00:00 - 16/11/2023 18:00:00","BZN|FR","Without Sequence","111.40","",""
"16/11/2023 18:00:00 - 16/11/2023 19:00:00","BZN|FR","Without Sequence","120.52","",""
"16/11/2023 19:00:00 - 16/11/2023 20:00:00","BZN|FR","Without Sequence","125.28","",""
"16/11/2023 20:00:00 - 16/11/2023 21:00:00","BZN|FR","Without Sequence","121.20","",""
"16/11/2023 21:00:00 - 16/11/2023 22:00:00","BZN|FR","Without Sequence","115.00","",""
"16/11/2023 22:00:00 - 16/11/2023 23:00:00","BZN|FR","Without Sequence","110.20","",""
"16/11/2023 23:00:00 - 17/11/2023 00:00:00","BZN|FR","Without Sequence","110.20","",""
"17/11/2023 00:00:00 - 17/11/2023 01:00:00","BZN|FR","Without Sequence","106.00","",""
"17/11/2023 01:00:00 - 17/11/2023 02:00:00","BZN|FR","Without Sequence","100.00","",""
"17/11/2023 02:00:00 - 17/11/2023 03:00:00","BZN|FR","Without Sequence","96.93","",""
"17/11/2023 03:00:00 - 17/11/2023 04:00:00","BZN|FR","Without Sequence","92.79","",""
"17/11/2023 04:00:00 - 17/11/2023 05:00:00","BZN|FR","Without Sequence","95.70","",""
"17/11/2023 05:00:00 - 17/11/2023 06:00:00","BZN|FR","Without Sequence","103.20","",""
"17/11/2023 06:00:00 - 17/11/2023 07:00:00","BZN|FR","Without Sequence","119.66","",""
"17/11/2023 07:00:00 - 17/11/2023 08:00:00","BZN|FR","Without Sequence","131.03","",""
"17/11/2023 08:00:00 - 17/11/2023 09:00:00","BZN|FR","Without Sequence","141.92","",""
"17/11/2023 09:00:00 - 17/11/2023 10:00:00","BZN|FR","Without Sequence","134.75","",""
"17/11/2023 10:00:00 - 17/11/2023 11:00:00","BZN|FR","Without Sequence","127.87","",""
"17/11/2023 11:00:00 - 17/11/2023 12:00:00","BZN|FR","Without Sequence","125.18","",""
"17/11/2023 12:00:00 - 17/11/2023 13:00:00","BZN|FR","Without Sequence","119.63","",""
"17/11/2023 13:00:00 - 17/11/2023 14:00:00","BZN|FR","Without Sequence","112.78","",""
"17/11/2023 14:00:00 - 17/11/2023 15:00:00","BZN|FR","Without Sequence","123.91","",""
"17/11/2023 15:00:00 - 17/11/2023 16:00:00","BZN|FR","Without Sequence","127.81","",""
"17/11/2023 16:00:00 - 17/11/2023 17:00:00","BZN|FR","Without Sequence","127.44","",""
"17/11/2023 17:00:00 - 17/11/2023 18:00:00","BZN|FR","Without Sequence","146.32","",""
"17/11/2023 18:00:00 - 17/11/2023 19:00:00","BZN|FR","Without Sequence","150.33","",""
"17/11/2023 19:00:00 - 17/11/2023 20:00:00","BZN|FR","Without Sequence","141.92","",""
"17/11/2023 20:00:00 - 17/11/2023 21:00:00","BZN|FR","Without Sequence","128.53","",""
"17/11/2023 21:00:00 - 17/11/2023 22:00:00","BZN|FR","Without Sequence","120.49","",""
"17/11/2023 22:00:00 - 17/11/2023 23:00:00","BZN|FR","Without Sequence","118.53","",""
"17/11/2023 23:00:00 - 18/11/2023 00:00:00","BZN|FR","Without Sequence","118.53","",""
"18/11/2023 00:00:00 - 18/11/2023 01:00:00","BZN|FR","Without Sequence","110.56","",""
"18/11/2023 01:00:00 - 18/11/2023 02:00:00","BZN|FR","Without Sequence","97.38","",""
"18/11/2023 02:00:00 - 18/11/2023 03:00:00","BZN|FR","Without Sequence","90.61","",""
"18/11/2023 03:00:00 - 18/11/2023 04:00:00","BZN|FR","Without Sequence","85.87","",""
"18/11/2023 04:00:00 - 18/11/2023 05:00:00","BZN|FR","Without Sequence","82.36","",""
"18/11/2023 05:00:00 - 18/11/2023 06:00:00","BZN|FR","Without Sequence","82.45","",""
"18/11/2023 06:00:00 - 18/11/2023 07:00:00","BZN|FR","Without Sequence","85.41","",""
"18/11/2023 07:00:00 - 18/11/2023 08:00:00","BZN|FR","Without Sequence","92.08","",""
"18/11/2023 08:00:00 - 18/11/2023 09:00:00","BZN|FR","Without Sequence","100.00","",""
"18/11/2023 09:00:00 - 18/11/2023 10:00:00","BZN|FR","Without Sequence","94.12","",""
"18/11/2023 10:00:00 - 18/11/2023 11:00:00","BZN|FR","Without Sequence","89.20","",""
"18/11/2023 11:00:00 - 18/11/2023 12:00:00","BZN|FR","Without Sequence","72.69","",""
"18/11/2023 12:00:00 - 18/11/2023 13:00:00","BZN|FR","Without Sequence","77.74","",""
"18/11/2023 13:00:00 - 18/11/2023 14:00:00","BZN|FR","Without Sequence","70.80","",""
"18/11/2023 14:00:00 - 18/11/2023 15:00:00","BZN|FR","Without Sequence","66.05","",""
"18/11/2023 15:00:00 - 18/11/2023 16:00:00","BZN|FR","Without Sequence","67.69","",""
"18/11/2023 16:00:00 - 18/11/2023 17:00:00","BZN|FR","Without Sequence","83.67","",""
"18/11/2023 17:00:00 - 18/11/2023 18:00:00","BZN|FR","Without Sequence","105.64","",""
"18/11/2023 18:00:00 - 18/11/2023 19:00:00","BZN|FR","Without Sequence","108.67","",""
"18/11/2023 19:00:00 - 18/11/2023 20:00:00","BZN|FR","Without Sequence","93.87","",""
"18/11/2023 20:00:00 - 18/11/2023 21:00:00","BZN|FR","Without Sequence","84.84","",""
"18/11/2023 21:00:00 - 18/11/2023 22:00:00","BZN|FR","Without Sequence","78.48","",""
"18/11/2023 22:00:00 - 18/11/2023 23:00:00","BZN|FR","Without Sequence","73.70","",""
"18/11/2023 23:00:00 - 19/11/2023 00:00:00","BZN|FR","Without Sequence","73.70","",""
"19/11/2023 00:00:00 - 19/11/2023 01:00:00","BZN|FR","Without Sequence","19.64","",""
"19/11/2023 01:00:00 - 19/11/2023 02:00:00","BZN|FR","Without Sequence","6.04","",""
"19/11/2023 02:00:00 - 19/11/2023 03:00:00","BZN|FR","Without Sequence","4.10","",""
"19/11/2023 03:00:00 - 19/11/2023 04:00:00","BZN|FR","Without Sequence","0.13","",""
"19/11/2023 04:00:00 - 19/11/2023 05:00:00","BZN|FR","Without Sequence","0.07","",""
"19/11/2023 05:00:00 - 19/11/2023 06:00:00","BZN|FR","Without Sequence","0.09","",""
"19/11/2023 06:00:00 - 19/11/2023 07:00:00","BZN|FR","Without Sequence","2.33","",""
"19/11/2023 07:00:00 - 19/11/2023 08:00:00","BZN|FR","Without Sequence","5.59","",""
"19/11/2023 08:00:00 - 19/11/2023 09:00:00","BZN|FR","Without Sequence","14.49","",""
"19/11/2023 09:00:00 - 19/11/2023 10:00:00","BZN|FR","Without Sequence","18.78","",""
"19/11/2023 10:00:00 - 19/11/2023 11:00:00","BZN|FR","Without Sequence","12.62","",""
"19/11/2023 11:00:00 - 19/11/2023 12:00:00","BZN|FR","Without Sequence","12.68","",""
"19/11/2023 12:00:00 - 19/11/2023 13:00:00","BZN|FR","Without Sequence","11.70","",""
"19/11/2023 13:00:00 - 19/11/2023 14:00:00","BZN|FR","Without Sequence","3.86","",""
"19/11/2023 14:00:00 - 19/11/2023 15:00:00","BZN|FR","Without Sequence","18.60","",""
"19/11/2023 15:00:00 - 19/11/2023 16:00:00","BZN|FR","Without Sequence","42.06","",""
"19/11/2023 16:00:00 - 19/11/2023 17:00:00","BZN|FR","Without Sequence","67.70","",""
"19/11/2023 17:00:00 - 19/11/2023 18:00:00","BZN|FR","Without Sequence","91.57","",""
"19/11/2023 18:00:00 - 19/11/2023 19:00:00","BZN|FR","Without Sequence","104.68","",""
"19/11/2023 19:00:00 - 19/11/2023 20:00:00","BZN|FR","Without Sequence","104.01","",""
"19/11/2023 20:00:00 - 19/11/2023 21:00:00","BZN|FR","Without Sequence","89.10","",""
"19/11/2023 21:00:00 - 19/11/2023 22:00:00","BZN|FR","Without Sequence","84.55","",""
"19/11/2023 22:00:00 - 19/11/2023 23:00:00","BZN|FR","Without Sequence","88.05","",""
"19/11/2023 23:00:00 - 20/11/2023 00:00:00","BZN|FR","Without Sequence","88.05","",""
"20/11/2023 00:00:00 - 20/11/2023 01:00:00","BZN|FR","Without Sequence","68.30","",""
"20/11/2023 01:00:00 - 20/11/2023 02:00:00","BZN|FR","Without Sequence","62.68","",""
"20/11/2023 02:00:00 - 20/11/2023 03:00:00","BZN|FR","Without Sequence","59.91","",""
"20/11/2023 03:00:00 - 20/11/2023 04:00:00","BZN|FR","Without Sequence","46.74","",""
"20/11/2023 04:00:00 - 20/11/2023 05:00:00","BZN|FR","Without Sequence","57.29","",""
"20/11/2023 05:00:00 - 20/11/2023 06:00:00","BZN|FR","Without Sequence","80.43","",""
"20/11/2023 06:00:00 - 20/11/2023 07:00:00","BZN|FR","Without Sequence","101.00","",""
"20/11/2023 07:00:00 - 20/11/2023 08:00:00","BZN|FR","Without Sequence","125.71","",""
"20/11/2023 08:00:00 - 20/11/2023 09:00:00","BZN|FR","Without Sequence","123.01","",""
"20/11/2023 09:00:00 - 20/11/2023 10:00:00","BZN|FR","Without Sequence","113.81","",""
"20/11/2023 10:00:00 - 20/11/2023 11:00:00","BZN|FR","Without Sequence","104.02","",""
"20/11/2023 11:00:00 - 20/11/2023 12:00:00","BZN|FR","Without Sequence","106.41","",""
"20/11/2023 12:00:00 - 20/11/2023 13:00:00","BZN|FR","Without Sequence","90.75","",""
"20/11/2023 13:00:00 - 20/11/2023 14:00:00","BZN|FR","Without Sequence","104.77","",""
"20/11/2023 14:00:00 - 20/11/2023 15:00:00","BZN|FR","Without Sequence","114.02","",""
"20/11/2023 15:00:00 - 20/11/2023 16:00:00","BZN|FR","Without Sequence","104.45","",""
"20/11/2023 16:00:00 - 20/11/2023 17:00:00","BZN|FR","Without Sequence","104.28","",""
"20/11/2023 17:00:00 - 20/11/2023 18:00:00","BZN|FR","Without Sequence","115.40","",""
"20/11/2023 18:00:00 - 20/11/2023 19:00:00","BZN|FR","Without Sequence","139.98","",""
"20/11/2023 19:00:00 - 20/11/2023 20:00:00","BZN|FR","Without Sequence","130.08","",""
"20/11/2023 20:00:00 - 20/11/2023 21:00:00","BZN|FR","Without Sequence","120.04","",""
"20/11/2023 21:00:00 - 20/11/2023 22:00:00","BZN|FR","Without Sequence","107.01","",""
"20/11/2023 22:00:00 - 20/11/2023 23:00:00","BZN|FR","Without Sequence","108.05","",""
"20/11/2023 23:00:00 - 21/11/2023 00:00:00","BZN|FR","Without Sequence","108.05","",""
"21/11/2023 00:00:00 - 21/11/2023 01:00:00","BZN|FR","Without Sequence","102.75","",""
"21/11/2023 01:00:00 - 21/11/2023 02:00:00","BZN|FR","Without Sequence","98.20","",""
"21/11/2023 02:00:00 - 21/11/2023 03:00:00","BZN|FR","Without Sequence","96.12","",""
"21/11/2023 03:00:00 - 21/11/2023 04:00:00","BZN|FR","Without Sequence","91.17","",""
"21/11/2023 04:00:00 - 21/11/2023 05:00:00","BZN|FR","Without Sequence","90.94","",""
"21/11/2023 05:00:00 - 21/11/2023 06:00:00","BZN|FR","Without Sequence","101.17","",""
"21/11/2023 06:00:00 - 21/11/2023 07:00:00","BZN|FR","Without Sequence","119.70","",""
"21/11/2023 07:00:00 - 21/11/2023 08:00:00","BZN|FR","Without Sequence","128.30","",""
"21/11/2023 08:00:00 - 21/11/2023 09:00:00","BZN|FR","Without Sequence","126.27","",""
"21/11/2023 09:00:00 - 21/11/2023 10:00:00","BZN|FR","Without Sequence","131.38","",""
"21/11/2023 10:00:00 - 21/11/2023 11:00:00","BZN|FR","Without Sequence","135.00","",""
"21/11/2023 11:00:00 - 21/11/2023 12:00:00","BZN|FR","Without Sequence","130.99","",""
"21/11/2023 12:00:00 - 21/11/2023 13:00:00","BZN|FR","Without Sequence","129.87","",""
"21/11/2023 13:00:00 - 21/11/2023 14:00:00","BZN|FR","Without Sequence","125.87","",""
"21/11/2023 14:00:00 - 21/11/2023 15:00:00","BZN|FR","Without Sequence","131.84","",""
"21/11/2023 15:00:00 - 21/11/2023 16:00:00","BZN|FR","Without Sequence","124.66","",""
"21/11/2023 16:00:00 - 21/11/2023 17:00:00","BZN|FR","Without Sequence","126.88","",""
"21/11/2023 17:00:00 - 21/11/2023 18:00:00","BZN|FR","Without Sequence","140.46","",""
"21/11/2023 18:00:00 - 21/11/2023 19:00:00","BZN|FR","Without Sequence","142.08","",""
"21/11/2023 19:00:00 - 21/11/2023 20:00:00","BZN|FR","Without Sequence","132.35","",""
"21/11/2023 20:00:00 - 21/11/2023 21:00:00","BZN|FR","Without Sequence","124.79","",""
"21/11/2023 21:00:00 - 21/11/2023 22:00:00","BZN|FR","Without Sequence","110.52","",""
"21/11/2023 22:00:00 - 21/11/2023 23:00:00","BZN|FR","Without Sequence","110.91","",""
"21/11/2023 23:00:00 - 22/11/2023 00:00:00","BZN|FR","Without Sequence","110.91","",""
"22/11/2023 00:00:00 - 22/11/2023 01:00:00","BZN|FR","Without Sequence","98.00","",""
"22/11/2023 01:00:00 - 22/11/2023 02:00:00","BZN|FR","Without Sequence","95.01","",""
"22/11/2023 02:00:00 - 22/11/2023 03:00:00","BZN|FR","Without Sequence","95.01","",""
"22/11/2023 03:00:00 - 22/11/2023 04:00:00","BZN|FR","Without Sequence","92.00","",""
"22/11/2023 04:00:00 - 22/11/2023 05:00:00","BZN|FR","Without Sequence","92.42","",""
"22/11/2023 05:00:00 - 22/11/2023 06:00:00","BZN|FR","Without Sequence","93.80","",""
"22/11/2023 06:00:00 - 22/11/2023 07:00:00","BZN|FR","Without Sequence","115.23","",""
"22/11/2023 07:00:00 - 22/11/2023 08:00:00","BZN|FR","Without Sequence","118.38","",""
"22/11/2023 08:00:00 - 22/11/2023 09:00:00","BZN|FR","Without Sequence","136.17","",""
"22/11/2023 09:00:00 - 22/11/2023 10:00:00","BZN|FR","Without Sequence","131.16","",""
"22/11/2023 10:00:00 - 22/11/2023 11:00:00","BZN|FR","Without Sequence","114.87","",""
"22/11/2023 11:00:00 - 22/11/2023 12:00:00","BZN|FR","Without Sequence","103.40","",""
"22/11/2023 12:00:00 - 22/11/2023 13:00:00","BZN|FR","Without Sequence","95.32","",""
"22/11/2023 13:00:00 - 22/11/2023 14:00:00","BZN|FR","Without Sequence","102.57","",""
"22/11/2023 14:00:00 - 22/11/2023 15:00:00","BZN|FR","Without Sequence","116.91","",""
"22/11/2023 15:00:00 - 22/11/2023 16:00:00","BZN|FR","Without Sequence","120.11","",""
"22/11/2023 16:00:00 - 22/11/2023 17:00:00","BZN|FR","Without Sequence","127.45","",""
"22/11/2023 17:00:00 - 22/11/2023 18:00:00","BZN|FR","Without Sequence","133.11","",""
"22/11/2023 18:00:00 - 22/11/2023 19:00:00","BZN|FR","Without Sequence","129.89","",""
"22/11/2023 19:00:00 - 22/11/2023 20:00:00","BZN|FR","Without Sequence","118.86","",""
"22/11/2023 20:00:00 - 22/11/2023 21:00:00","BZN|FR","Without Sequence","116.94","",""
"22/11/2023 21:00:00 - 22/11/2023 22:00:00","BZN|FR","Without Sequence","97.37","",""
"22/11/2023 22:00:00 - 22/11/2023 23:00:00","BZN|FR","Without Sequence","99.53","",""
"22/11/2023 23:00:00 - 23/11/2023 00:00:00","BZN|FR","Without Sequence","99.53","",""
"23/11/2023 00:00:00 - 23/11/2023 01:00:00","BZN|FR","Without Sequence","64.97","",""
"23/11/2023 01:00:00 - 23/11/2023 02:00:00","BZN|FR","Without Sequence","46.05","",""
"23/11/2023 02:00:00 - 23/11/2023 03:00:00","BZN|FR","Without Sequence","41.12","",""
"23/11/2023 03:00:00 - 23/11/2023 04:00:00","BZN|FR","Without Sequence","30.13","",""
"23/11/2023 04:00:00 - 23/11/2023 05:00:00","BZN|FR","Without Sequence","23.96","",""
"23/11/2023 05:00:00 - 23/11/2023 06:00:00","BZN|FR","Without Sequence","38.57","",""
"23/11/2023 06:00:00 - 23/11/2023 07:00:00","BZN|FR","Without Sequence","85.62","",""
"23/11/2023 07:00:00 - 23/11/2023 08:00:00","BZN|FR","Without Sequence","116.59","",""
"23/11/2023 08:00:00 - 23/11/2023 09:00:00","BZN|FR","Without Sequence","128.52","",""
"23/11/2023 09:00:00 - 23/11/2023 10:00:00","BZN|FR","Without Sequence","118.70","",""
"23/11/2023 10:00:00 - 23/11/2023 11:00:00","BZN|FR","Without Sequence","100.91","",""
"23/11/2023 11:00:00 - 23/11/2023 12:00:00","BZN|FR","Without Sequence","81.19","",""
"23/11/2023 12:00:00 - 23/11/2023 13:00:00","BZN|FR","Without Sequence","70.24","",""
"23/11/2023 13:00:00 - 23/11/2023 14:00:00","BZN|FR","Without Sequence","78.13","",""
"23/11/2023 14:00:00 - 23/11/2023 15:00:00","BZN|FR","Without Sequence","82.84","",""
"23/11/2023 15:00:00 - 23/11/2023 16:00:00","BZN|FR","Without Sequence","87.37","",""
"23/11/2023 16:00:00 - 23/11/2023 17:00:00","BZN|FR","Without Sequence","93.89","",""
"23/11/2023 17:00:00 - 23/11/2023 18:00:00","BZN|FR","Without Sequence","118.37","",""
"23/11/2023 18:00:00 - 23/11/2023 19:00:00","BZN|FR","Without Sequence","129.38","",""
"23/11/2023 19:00:00 - 23/11/2023 20:00:00","BZN|FR","Without Sequence","125.76","",""
"23/11/2023 20:00:00 - 23/11/2023 21:00:00","BZN|FR","Without Sequence","104.67","",""
"23/11/2023 21:00:00 - 23/11/2023 22:00:00","BZN|FR","Without Sequence","87.94","",""
"23/11/2023 22:00:00 - 23/11/2023 23:00:00","BZN|FR","Without Sequence","75.00","",""
"23/11/2023 23:00:00 - 24/11/2023 00:00:00","BZN|FR","Without Sequence","75.00","",""
"24/11/2023 00:00:00 - 24/11/2023 01:00:00","BZN|FR","Without Sequence","35.93","",""
"24/11/2023 01:00:00 - 24/11/2023 02:00:00","BZN|FR","Without Sequence","10.78","",""
"24/11/2023 02:00:00 - 24/11/2023 03:00:00","BZN|FR","Without Sequence","12.41","",""
"24/11/2023 03:00:00 - 24/11/2023 04:00:00","BZN|FR","Without Sequence","1.63","",""
"24/11/2023 04:00:00 - 24/11/2023 05:00:00","BZN|FR","Without Sequence","2.40","",""
"24/11/2023 05:00:00 - 24/11/2023 06:00:00","BZN|FR","Without Sequence","31.88","",""
"24/11/2023 06:00:00 - 24/11/2023 07:00:00","BZN|FR","Without Sequence","71.96","",""
"24/11/2023 07:00:00 - 24/11/2023 08:00:00","BZN|FR","Without Sequence","96.81","",""
"24/11/2023 08:00:00 - 24/11/2023 09:00:00","BZN|FR","Without Sequence","116.97","",""
"24/11/2023 09:00:00 - 24/11/2023 10:00:00","BZN|FR","Without Sequence","111.00","",""
"24/11/2023 10:00:00 - 24/11/2023 11:00:00","BZN|FR","Without Sequence","98.01","",""
"24/11/2023 11:00:00 - 24/11/2023 12:00:00","BZN|FR","Without Sequence","91.52","",""
"24/11/2023 12:00:00 - 24/11/2023 13:00:00","BZN|FR","Without Sequence","78.74","",""
"24/11/2023 13:00:00 - 24/11/2023 14:00:00","BZN|FR","Without Sequence","76.60","",""
"24/11/2023 14:00:00 - 24/11/2023 15:00:00","BZN|FR","Without Sequence","84.12","",""
"24/11/2023 15:00:00 - 24/11/2023 16:00:00","BZN|FR","Without Sequence","86.72","",""
"24/11/2023 16:00:00 - 24/11/2023 17:00:00","BZN|FR","Without Sequence","100.26","",""
"24/11/2023 17:00:00 - 24/11/2023 18:00:00","BZN|FR","Without Sequence","110.84","",""
"24/11/2023 18:00:00 - 24/11/2023 19:00:00","BZN|FR","Without Sequence","112.80","",""
"24/11/2023 19:00:00 - 24/11/2023 20:00:00","BZN|FR","Without Sequence","105.59","",""
"24/11/2023 20:00:00 - 24/11/2023 21:00:00","BZN|FR","Without Sequence","97.71","",""
"24/11/2023 21:00:00 - 24/11/2023 22:00:00","BZN|FR","Without Sequence","83.41","",""
"24/11/2023 22:00:00 - 24/11/2023 23:00:00","BZN|FR","Without Sequence","83.13","",""
"24/11/2023 23:00:00 - 25/11/2023 00:00:00","BZN|FR","Without Sequence","83.13","",""
"25/11/2023 00:00:00 - 25/11/2023 01:00:00","BZN|FR","Without Sequence","78.07","",""
"25/11/2023 01:00:00 - 25/11/2023 02:00:00","BZN|FR","Without Sequence","74.03","",""
"25/11/2023 02:00:00 - 25/11/2023 03:00:00","BZN|FR","Without Sequence","72.07","",""
"25/11/2023 03:00:00 - 25/11/2023 04:00:00","BZN|FR","Without Sequence","71.61","",""
"25/11/2023 04:00:00 - 25/11/2023 05:00:00","BZN|FR","Without Sequence","69.99","",""
"25/11/2023 05:00:00 - 25/11/2023 06:00:00","BZN|FR","Without Sequence","74.19","",""
"25/11/2023 06:00:00 - 25/11/2023 07:00:00","BZN|FR","Without Sequence","79.81","",""
"25/11/2023 07:00:00 - 25/11/2023 08:00:00","BZN|FR","Without Sequence","87.08","",""
"25/11/2023 08:00:00 - 25/11/2023 09:00:00","BZN|FR","Without Sequence","94.29","",""
"25/11/2023 09:00:00 - 25/11/2023 10:00:00","BZN|FR","Without Sequence","91.95","",""
"25/11/2023 10:00:00 - 25/11/2023 11:00:00","BZN|FR","Without Sequence","89.17","",""
"25/11/2023 11:00:00 - 25/11/2023 12:00:00","BZN|FR","Without Sequence","87.06","",""
"25/11/2023 12:00:00 - 25/11/2023 13:00:00","BZN|FR","Without Sequence","84.92","",""
"25/11/2023 13:00:00 - 25/11/2023 14:00:00","BZN|FR","Without Sequence","83.16","",""
"25/11/2023 14:00:00 - 25/11/2023 15:00:00","BZN|FR","Without Sequence","90.09","",""
"25/11/2023 15:00:00 - 25/11/2023 16:00:00","BZN|FR","Without Sequence","96.16","",""
"25/11/2023 16:00:00 - 25/11/2023 17:00:00","BZN|FR","Without Sequence","115.05","",""
"25/11/2023 17:00:00 - 25/11/2023 18:00:00","BZN|FR","Without Sequence","124.10","",""
"25/11/2023 18:00:00 - 25/11/2023 19:00:00","BZN|FR","Without Sequence","130.26","",""
"25/11/2023 19:00:00 - 25/11/2023 20:00:00","BZN|FR","Without Sequence","127.55","",""
"25/11/2023 20:00:00 - 25/11/2023 21:00:00","BZN|FR","Without Sequence","127.31","",""
"25/11/2023 21:00:00 - 25/11/2023 22:00:00","BZN|FR","Without Sequence","118.81","",""
"25/11/2023 22:00:00 - 25/11/2023 23:00:00","BZN|FR","Without Sequence","118.96","",""
"25/11/2023 23:00:00 - 26/11/2023 00:00:00","BZN|FR","Without Sequence","118.96","",""
"26/11/2023 00:00:00 - 26/11/2023 01:00:00","BZN|FR","Without Sequence","112.88","",""
"26/11/2023 01:00:00 - 26/11/2023 02:00:00","BZN|FR","Without Sequence","107.70","",""
