"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"06/03/2023 03:00:00 - 06/03/2023 04:00:00","BZN|FR","Without Sequence","135.97","",""
"06/03/2023 04:00:00 - 06/03/2023 05:00:00","BZN|FR","Without Sequence","134.00","",""
"06/03/2023 05:00:00 - 06/03/2023 06:00:00","BZN|FR","Without Sequence","138.70","",""
"06/03/2023 06:00:00 - 06/03/2023 07:00:00","BZN|FR","Without Sequence","159.80","",""
"06/03/2023 07:00:00 - 06/03/2023 08:00:00","BZN|FR","Without Sequence","185.00","",""
"06/03/2023 08:00:00 - 06/03/2023 09:00:00","BZN|FR","Without Sequence","217.09","",""
"06/03/2023 09:00:00 - 06/03/2023 10:00:00","BZN|FR","Without Sequence","201.54","",""
"06/03/2023 10:00:00 - 06/03/2023 11:00:00","BZN|FR","Without Sequence","170.26","",""
"06/03/2023 11:00:00 - 06/03/2023 12:00:00","BZN|FR","Without Sequence","160.84","",""
"06/03/2023 12:00:00 - 06/03/2023 13:00:00","BZN|FR","Without Sequence","149.67","",""
"06/03/2023 13:00:00 - 06/03/2023 14:00:00","BZN|FR","Without Sequence","144.76","",""
"06/03/2023 14:00:00 - 06/03/2023 15:00:00","BZN|FR","Without Sequence","142.77","",""
"06/03/2023 15:00:00 - 06/03/2023 16:00:00","BZN|FR","Without Sequence","144.38","",""
"06/03/2023 16:00:00 - 06/03/2023 17:00:00","BZN|FR","Without Sequence","150.00","",""
"06/03/2023 17:00:00 - 06/03/2023 18:00:00","BZN|FR","Without Sequence","160.91","",""
"06/03/2023 18:00:00 - 06/03/2023 19:00:00","BZN|FR","Without Sequence","183.89","",""
"06/03/2023 19:00:00 - 06/03/2023 20:00:00","BZN|FR","Without Sequence","201.69","",""
"06/03/2023 20:00:00 - 06/03/2023 21:00:00","BZN|FR","Without Sequence","172.60","",""
"06/03/2023 21:00:00 - 06/03/2023 22:00:00","BZN|FR","Without Sequence","156.50","",""
"06/03/2023 22:00:00 - 06/03/2023 23:00:00","BZN|FR","Without Sequence","147.50","",""
"06/03/2023 23:00:00 - 07/03/2023 00:00:00","BZN|FR","Without Sequence","147.50","",""
"07/03/2023 00:00:00 - 07/03/2023 01:00:00","BZN|FR","Without Sequence","138.10","",""
"07/03/2023 01:00:00 - 07/03/2023 02:00:00","BZN|FR","Without Sequence","133.00","",""
"07/03/2023 02:00:00 - 07/03/2023 03:00:00","BZN|FR","Without Sequence","128.35","",""
"07/03/2023 03:00:00 - 07/03/2023 04:00:00","BZN|FR","Without Sequence","124.29","",""
"07/03/2023 04:00:00 - 07/03/2023 05:00:00","BZN|FR","Without Sequence","124.41","",""
"07/03/2023 05:00:00 - 07/03/2023 06:00:00","BZN|FR","Without Sequence","128.58","",""
"07/03/2023 06:00:00 - 07/03/2023 07:00:00","BZN|FR","Without Sequence","144.16","",""
"07/03/2023 07:00:00 - 07/03/2023 08:00:00","BZN|FR","Without Sequence","180.33","",""
"07/03/2023 08:00:00 - 07/03/2023 09:00:00","BZN|FR","Without Sequence","190.07","",""
"07/03/2023 09:00:00 - 07/03/2023 10:00:00","BZN|FR","Without Sequence","193.19","",""
"07/03/2023 10:00:00 - 07/03/2023 11:00:00","BZN|FR","Without Sequence","178.44","",""
"07/03/2023 11:00:00 - 07/03/2023 12:00:00","BZN|FR","Without Sequence","159.65","",""
"07/03/2023 12:00:00 - 07/03/2023 13:00:00","BZN|FR","Without Sequence","142.78","",""
"07/03/2023 13:00:00 - 07/03/2023 14:00:00","BZN|FR","Without Sequence","140.92","",""
"07/03/2023 14:00:00 - 07/03/2023 15:00:00","BZN|FR","Without Sequence","147.19","",""
"07/03/2023 15:00:00 - 07/03/2023 16:00:00","BZN|FR","Without Sequence","143.33","",""
"07/03/2023 16:00:00 - 07/03/2023 17:00:00","BZN|FR","Without Sequence","132.53","",""
"07/03/2023 17:00:00 - 07/03/2023 18:00:00","BZN|FR","Without Sequence","148.46","",""
"07/03/2023 18:00:00 - 07/03/2023 19:00:00","BZN|FR","Without Sequence","167.43","",""
"07/03/2023 19:00:00 - 07/03/2023 20:00:00","BZN|FR","Without Sequence","232.47","",""
"07/03/2023 20:00:00 - 07/03/2023 21:00:00","BZN|FR","Without Sequence","162.03","",""
"07/03/2023 21:00:00 - 07/03/2023 22:00:00","BZN|FR","Without Sequence","145.78","",""
"07/03/2023 22:00:00 - 07/03/2023 23:00:00","BZN|FR","Without Sequence","139.82","",""
"07/03/2023 23:00:00 - 08/03/2023 00:00:00","BZN|FR","Without Sequence","139.82","",""
"08/03/2023 00:00:00 - 08/03/2023 01:00:00","BZN|FR","Without Sequence","123.82","",""
"08/03/2023 01:00:00 - 08/03/2023 02:00:00","BZN|FR","Without Sequence","120.45","",""
"08/03/2023 02:00:00 - 08/03/2023 03:00:00","BZN|FR","Without Sequence","119.80","",""
"08/03/2023 03:00:00 - 08/03/2023 04:00:00","BZN|FR","Without Sequence","111.00","",""
"08/03/2023 04:00:00 - 08/03/2023 05:00:00","BZN|FR","Without Sequence","111.00","",""
"08/03/2023 05:00:00 - 08/03/2023 06:00:00","BZN|FR","Without Sequence","118.23","",""
"08/03/2023 06:00:00 - 08/03/2023 07:00:00","BZN|FR","Without Sequence","140.68","",""
"08/03/2023 07:00:00 - 08/03/2023 08:00:00","BZN|FR","Without Sequence","158.53","",""
"08/03/2023 08:00:00 - 08/03/2023 09:00:00","BZN|FR","Without Sequence","173.10","",""
"08/03/2023 09:00:00 - 08/03/2023 10:00:00","BZN|FR","Without Sequence","162.98","",""
"08/03/2023 10:00:00 - 08/03/2023 11:00:00","BZN|FR","Without Sequence","152.90","",""
"08/03/2023 11:00:00 - 08/03/2023 12:00:00","BZN|FR","Without Sequence","144.22","",""
"08/03/2023 12:00:00 - 08/03/2023 13:00:00","BZN|FR","Without Sequence","137.25","",""
"08/03/2023 13:00:00 - 08/03/2023 14:00:00","BZN|FR","Without Sequence","135.93","",""
"08/03/2023 14:00:00 - 08/03/2023 15:00:00","BZN|FR","Without Sequence","137.20","",""
"08/03/2023 15:00:00 - 08/03/2023 16:00:00","BZN|FR","Without Sequence","140.94","",""
"08/03/2023 16:00:00 - 08/03/2023 17:00:00","BZN|FR","Without Sequence","144.42","",""
"08/03/2023 17:00:00 - 08/03/2023 18:00:00","BZN|FR","Without Sequence","153.00","",""
"08/03/2023 18:00:00 - 08/03/2023 19:00:00","BZN|FR","Without Sequence","166.89","",""
"08/03/2023 19:00:00 - 08/03/2023 20:00:00","BZN|FR","Without Sequence","170.02","",""
"08/03/2023 20:00:00 - 08/03/2023 21:00:00","BZN|FR","Without Sequence","153.77","",""
"08/03/2023 21:00:00 - 08/03/2023 22:00:00","BZN|FR","Without Sequence","135.02","",""
"08/03/2023 22:00:00 - 08/03/2023 23:00:00","BZN|FR","Without Sequence","129.11","",""
"08/03/2023 23:00:00 - 09/03/2023 00:00:00","BZN|FR","Without Sequence","129.11","",""
"09/03/2023 00:00:00 - 09/03/2023 01:00:00","BZN|FR","Without Sequence","113.66","",""
"09/03/2023 01:00:00 - 09/03/2023 02:00:00","BZN|FR","Without Sequence","111.39","",""
"09/03/2023 02:00:00 - 09/03/2023 03:00:00","BZN|FR","Without Sequence","111.02","",""
"09/03/2023 03:00:00 - 09/03/2023 04:00:00","BZN|FR","Without Sequence","109.38","",""
"09/03/2023 04:00:00 - 09/03/2023 05:00:00","BZN|FR","Without Sequence","111.22","",""
"09/03/2023 05:00:00 - 09/03/2023 06:00:00","BZN|FR","Without Sequence","113.02","",""
"09/03/2023 06:00:00 - 09/03/2023 07:00:00","BZN|FR","Without Sequence","137.40","",""
"09/03/2023 07:00:00 - 09/03/2023 08:00:00","BZN|FR","Without Sequence","150.19","",""
"09/03/2023 08:00:00 - 09/03/2023 09:00:00","BZN|FR","Without Sequence","159.16","",""
"09/03/2023 09:00:00 - 09/03/2023 10:00:00","BZN|FR","Without Sequence","150.80","",""
"09/03/2023 10:00:00 - 09/03/2023 11:00:00","BZN|FR","Without Sequence","142.02","",""
"09/03/2023 11:00:00 - 09/03/2023 12:00:00","BZN|FR","Without Sequence","131.49","",""
"09/03/2023 12:00:00 - 09/03/2023 13:00:00","BZN|FR","Without Sequence","121.74","",""
"09/03/2023 13:00:00 - 09/03/2023 14:00:00","BZN|FR","Without Sequence","116.21","",""
"09/03/2023 14:00:00 - 09/03/2023 15:00:00","BZN|FR","Without Sequence","115.87","",""
"09/03/2023 15:00:00 - 09/03/2023 16:00:00","BZN|FR","Without Sequence","117.30","",""
"09/03/2023 16:00:00 - 09/03/2023 17:00:00","BZN|FR","Without Sequence","119.11","",""
"09/03/2023 17:00:00 - 09/03/2023 18:00:00","BZN|FR","Without Sequence","134.70","",""
"09/03/2023 18:00:00 - 09/03/2023 19:00:00","BZN|FR","Without Sequence","147.58","",""
"09/03/2023 19:00:00 - 09/03/2023 20:00:00","BZN|FR","Without Sequence","145.45","",""
"09/03/2023 20:00:00 - 09/03/2023 21:00:00","BZN|FR","Without Sequence","135.10","",""
"09/03/2023 21:00:00 - 09/03/2023 22:00:00","BZN|FR","Without Sequence","125.43","",""
"09/03/2023 22:00:00 - 09/03/2023 23:00:00","BZN|FR","Without Sequence","123.82","",""
"09/03/2023 23:00:00 - 10/03/2023 00:00:00","BZN|FR","Without Sequence","123.82","",""
"10/03/2023 00:00:00 - 10/03/2023 01:00:00","BZN|FR","Without Sequence","102.89","",""
"10/03/2023 01:00:00 - 10/03/2023 02:00:00","BZN|FR","Without Sequence","100.68","",""
"10/03/2023 02:00:00 - 10/03/2023 03:00:00","BZN|FR","Without Sequence","99.06","",""
"10/03/2023 03:00:00 - 10/03/2023 04:00:00","BZN|FR","Without Sequence","98.84","",""
"10/03/2023 04:00:00 - 10/03/2023 05:00:00","BZN|FR","Without Sequence","99.09","",""
"10/03/2023 05:00:00 - 10/03/2023 06:00:00","BZN|FR","Without Sequence","105.00","",""
"10/03/2023 06:00:00 - 10/03/2023 07:00:00","BZN|FR","Without Sequence","119.81","",""
"10/03/2023 07:00:00 - 10/03/2023 08:00:00","BZN|FR","Without Sequence","136.97","",""
"10/03/2023 08:00:00 - 10/03/2023 09:00:00","BZN|FR","Without Sequence","140.91","",""
"10/03/2023 09:00:00 - 10/03/2023 10:00:00","BZN|FR","Without Sequence","136.61","",""
"10/03/2023 10:00:00 - 10/03/2023 11:00:00","BZN|FR","Without Sequence","131.89","",""
"10/03/2023 11:00:00 - 10/03/2023 12:00:00","BZN|FR","Without Sequence","125.10","",""
"10/03/2023 12:00:00 - 10/03/2023 13:00:00","BZN|FR","Without Sequence","116.34","",""
"10/03/2023 13:00:00 - 10/03/2023 14:00:00","BZN|FR","Without Sequence","112.64","",""
"10/03/2023 14:00:00 - 10/03/2023 15:00:00","BZN|FR","Without Sequence","114.95","",""
"10/03/2023 15:00:00 - 10/03/2023 16:00:00","BZN|FR","Without Sequence","113.29","",""
"10/03/2023 16:00:00 - 10/03/2023 17:00:00","BZN|FR","Without Sequence","111.04","",""
"10/03/2023 17:00:00 - 10/03/2023 18:00:00","BZN|FR","Without Sequence","130.15","",""
"10/03/2023 18:00:00 - 10/03/2023 19:00:00","BZN|FR","Without Sequence","136.41","",""
"10/03/2023 19:00:00 - 10/03/2023 20:00:00","BZN|FR","Without Sequence","137.61","",""
"10/03/2023 20:00:00 - 10/03/2023 21:00:00","BZN|FR","Without Sequence","125.57","",""
"10/03/2023 21:00:00 - 10/03/2023 22:00:00","BZN|FR","Without Sequence","122.26","",""
"10/03/2023 22:00:00 - 10/03/2023 23:00:00","BZN|FR","Without Sequence","122.26","",""
"10/03/2023 23:00:00 - 11/03/2023 00:00:00","BZN|FR","Without Sequence","122.26","",""
"11/03/2023 00:00:00 - 11/03/2023 01:00:00","BZN|FR","Without Sequence","131.86","",""
"11/03/2023 01:00:00 - 11/03/2023 02:00:00","BZN|FR","Without Sequence","127.40","",""
"11/03/2023 02:00:00 - 11/03/2023 03:00:00","BZN|FR","Without Sequence","126.07","",""
"11/03/2023 03:00:00 - 11/03/2023 04:00:00","BZN|FR","Without Sequence","100.70","",""
"11/03/2023 04:00:00 - 11/03/2023 05:00:00","BZN|FR","Without Sequence","110.00","",""
"11/03/2023 05:00:00 - 11/03/2023 06:00:00","BZN|FR","Without Sequence","114.64","",""
"11/03/2023 06:00:00 - 11/03/2023 07:00:00","BZN|FR","Without Sequence","130.03","",""
"11/03/2023 07:00:00 - 11/03/2023 08:00:00","BZN|FR","Without Sequence","130.94","",""
"11/03/2023 08:00:00 - 11/03/2023 09:00:00","BZN|FR","Without Sequence","137.00","",""
"11/03/2023 09:00:00 - 11/03/2023 10:00:00","BZN|FR","Without Sequence","133.60","",""
"11/03/2023 10:00:00 - 11/03/2023 11:00:00","BZN|FR","Without Sequence","128.50","",""
"11/03/2023 11:00:00 - 11/03/2023 12:00:00","BZN|FR","Without Sequence","111.90","",""
"11/03/2023 12:00:00 - 11/03/2023 13:00:00","BZN|FR","Without Sequence","105.13","",""
"11/03/2023 13:00:00 - 11/03/2023 14:00:00","BZN|FR","Without Sequence","88.22","",""
"11/03/2023 14:00:00 - 11/03/2023 15:00:00","BZN|FR","Without Sequence","110.00","",""
"11/03/2023 15:00:00 - 11/03/2023 16:00:00","BZN|FR","Without Sequence","94.12","",""
"11/03/2023 16:00:00 - 11/03/2023 17:00:00","BZN|FR","Without Sequence","105.95","",""
"11/03/2023 17:00:00 - 11/03/2023 18:00:00","BZN|FR","Without Sequence","130.09","",""
"11/03/2023 18:00:00 - 11/03/2023 19:00:00","BZN|FR","Without Sequence","145.40","",""
"11/03/2023 19:00:00 - 11/03/2023 20:00:00","BZN|FR","Without Sequence","159.24","",""
"11/03/2023 20:00:00 - 11/03/2023 21:00:00","BZN|FR","Without Sequence","131.68","",""
"11/03/2023 21:00:00 - 11/03/2023 22:00:00","BZN|FR","Without Sequence","119.96","",""
"11/03/2023 22:00:00 - 11/03/2023 23:00:00","BZN|FR","Without Sequence","131.80","",""
"11/03/2023 23:00:00 - 12/03/2023 00:00:00","BZN|FR","Without Sequence","131.80","",""
"12/03/2023 00:00:00 - 12/03/2023 01:00:00","BZN|FR","Without Sequence","121.67","",""
"12/03/2023 01:00:00 - 12/03/2023 02:00:00","BZN|FR","Without Sequence","101.78","",""
"12/03/2023 02:00:00 - 12/03/2023 03:00:00","BZN|FR","Without Sequence","101.73","",""
"12/03/2023 03:00:00 - 12/03/2023 04:00:00","BZN|FR","Without Sequence","91.05","",""
"12/03/2023 04:00:00 - 12/03/2023 05:00:00","BZN|FR","Without Sequence","92.48","",""
"12/03/2023 05:00:00 - 12/03/2023 06:00:00","BZN|FR","Without Sequence","92.66","",""
"12/03/2023 06:00:00 - 12/03/2023 07:00:00","BZN|FR","Without Sequence","91.41","",""
"12/03/2023 07:00:00 - 12/03/2023 08:00:00","BZN|FR","Without Sequence","89.64","",""
"12/03/2023 08:00:00 - 12/03/2023 09:00:00","BZN|FR","Without Sequence","90.38","",""
"12/03/2023 09:00:00 - 12/03/2023 10:00:00","BZN|FR","Without Sequence","93.80","",""
"12/03/2023 10:00:00 - 12/03/2023 11:00:00","BZN|FR","Without Sequence","91.68","",""
"12/03/2023 11:00:00 - 12/03/2023 12:00:00","BZN|FR","Without Sequence","87.51","",""
"12/03/2023 12:00:00 - 12/03/2023 13:00:00","BZN|FR","Without Sequence","79.36","",""
"12/03/2023 13:00:00 - 12/03/2023 14:00:00","BZN|FR","Without Sequence","68.83","",""
"12/03/2023 14:00:00 - 12/03/2023 15:00:00","BZN|FR","Without Sequence","70.00","",""
"12/03/2023 15:00:00 - 12/03/2023 16:00:00","BZN|FR","Without Sequence","74.90","",""
"12/03/2023 16:00:00 - 12/03/2023 17:00:00","BZN|FR","Without Sequence","85.05","",""
"12/03/2023 17:00:00 - 12/03/2023 18:00:00","BZN|FR","Without Sequence","100.79","",""
"12/03/2023 18:00:00 - 12/03/2023 19:00:00","BZN|FR","Without Sequence","120.31","",""
"12/03/2023 19:00:00 - 12/03/2023 20:00:00","BZN|FR","Without Sequence","141.04","",""
"12/03/2023 20:00:00 - 12/03/2023 21:00:00","BZN|FR","Without Sequence","129.97","",""
"12/03/2023 21:00:00 - 12/03/2023 22:00:00","BZN|FR","Without Sequence","105.06","",""
"12/03/2023 22:00:00 - 12/03/2023 23:00:00","BZN|FR","Without Sequence","94.98","",""
"12/03/2023 23:00:00 - 13/03/2023 00:00:00","BZN|FR","Without Sequence","94.98","",""
"13/03/2023 00:00:00 - 13/03/2023 01:00:00","BZN|FR","Without Sequence","47.72","",""
"13/03/2023 01:00:00 - 13/03/2023 02:00:00","BZN|FR","Without Sequence","38.10","",""
"13/03/2023 02:00:00 - 13/03/2023 03:00:00","BZN|FR","Without Sequence","33.60","",""
"13/03/2023 03:00:00 - 13/03/2023 04:00:00","BZN|FR","Without Sequence","18.64","",""
"13/03/2023 04:00:00 - 13/03/2023 05:00:00","BZN|FR","Without Sequence","12.95","",""
"13/03/2023 05:00:00 - 13/03/2023 06:00:00","BZN|FR","Without Sequence","27.03","",""
"13/03/2023 06:00:00 - 13/03/2023 07:00:00","BZN|FR","Without Sequence","53.36","",""
"13/03/2023 07:00:00 - 13/03/2023 08:00:00","BZN|FR","Without Sequence","91.72","",""
"13/03/2023 08:00:00 - 13/03/2023 09:00:00","BZN|FR","Without Sequence","95.11","",""
"13/03/2023 09:00:00 - 13/03/2023 10:00:00","BZN|FR","Without Sequence","59.09","",""
"13/03/2023 10:00:00 - 13/03/2023 11:00:00","BZN|FR","Without Sequence","42.65","",""
"13/03/2023 11:00:00 - 13/03/2023 12:00:00","BZN|FR","Without Sequence","29.59","",""
"13/03/2023 12:00:00 - 13/03/2023 13:00:00","BZN|FR","Without Sequence","9.63","",""
"13/03/2023 13:00:00 - 13/03/2023 14:00:00","BZN|FR","Without Sequence","8.35","",""
"13/03/2023 14:00:00 - 13/03/2023 15:00:00","BZN|FR","Without Sequence","9.31","",""
"13/03/2023 15:00:00 - 13/03/2023 16:00:00","BZN|FR","Without Sequence","10.08","",""
"13/03/2023 16:00:00 - 13/03/2023 17:00:00","BZN|FR","Without Sequence","13.50","",""
"13/03/2023 17:00:00 - 13/03/2023 18:00:00","BZN|FR","Without Sequence","58.42","",""
"13/03/2023 18:00:00 - 13/03/2023 19:00:00","BZN|FR","Without Sequence","94.20","",""
"13/03/2023 19:00:00 - 13/03/2023 20:00:00","BZN|FR","Without Sequence","102.16","",""
"13/03/2023 20:00:00 - 13/03/2023 21:00:00","BZN|FR","Without Sequence","84.95","",""
"13/03/2023 21:00:00 - 13/03/2023 22:00:00","BZN|FR","Without Sequence","57.92","",""
"13/03/2023 22:00:00 - 13/03/2023 23:00:00","BZN|FR","Without Sequence","35.45","",""
"13/03/2023 23:00:00 - 14/03/2023 00:00:00","BZN|FR","Without Sequence","35.45","",""
"14/03/2023 00:00:00 - 14/03/2023 01:00:00","BZN|FR","Without Sequence","9.57","",""
"14/03/2023 01:00:00 - 14/03/2023 02:00:00","BZN|FR","Without Sequence","4.55","",""
"14/03/2023 02:00:00 - 14/03/2023 03:00:00","BZN|FR","Without Sequence","4.16","",""
"14/03/2023 03:00:00 - 14/03/2023 04:00:00","BZN|FR","Without Sequence","2.36","",""
"14/03/2023 04:00:00 - 14/03/2023 05:00:00","BZN|FR","Without Sequence","4.16","",""
"14/03/2023 05:00:00 - 14/03/2023 06:00:00","BZN|FR","Without Sequence","12.85","",""
"14/03/2023 06:00:00 - 14/03/2023 07:00:00","BZN|FR","Without Sequence","50.17","",""
"14/03/2023 07:00:00 - 14/03/2023 08:00:00","BZN|FR","Without Sequence","94.36","",""
"14/03/2023 08:00:00 - 14/03/2023 09:00:00","BZN|FR","Without Sequence","100.11","",""
"14/03/2023 09:00:00 - 14/03/2023 10:00:00","BZN|FR","Without Sequence","90.38","",""
"14/03/2023 10:00:00 - 14/03/2023 11:00:00","BZN|FR","Without Sequence","75.92","",""
"14/03/2023 11:00:00 - 14/03/2023 12:00:00","BZN|FR","Without Sequence","60.98","",""
"14/03/2023 12:00:00 - 14/03/2023 13:00:00","BZN|FR","Without Sequence","48.06","",""
"14/03/2023 13:00:00 - 14/03/2023 14:00:00","BZN|FR","Without Sequence","56.44","",""
"14/03/2023 14:00:00 - 14/03/2023 15:00:00","BZN|FR","Without Sequence","66.39","",""
"14/03/2023 15:00:00 - 14/03/2023 16:00:00","BZN|FR","Without Sequence","62.88","",""
"14/03/2023 16:00:00 - 14/03/2023 17:00:00","BZN|FR","Without Sequence","83.29","",""
"14/03/2023 17:00:00 - 14/03/2023 18:00:00","BZN|FR","Without Sequence","130.03","",""
"14/03/2023 18:00:00 - 14/03/2023 19:00:00","BZN|FR","Without Sequence","152.51","",""
"14/03/2023 19:00:00 - 14/03/2023 20:00:00","BZN|FR","Without Sequence","200.41","",""
"14/03/2023 20:00:00 - 14/03/2023 21:00:00","BZN|FR","Without Sequence","179.84","",""
"14/03/2023 21:00:00 - 14/03/2023 22:00:00","BZN|FR","Without Sequence","157.77","",""
"14/03/2023 22:00:00 - 14/03/2023 23:00:00","BZN|FR","Without Sequence","152.34","",""
"14/03/2023 23:00:00 - 15/03/2023 00:00:00","BZN|FR","Without Sequence","152.34","",""
"15/03/2023 00:00:00 - 15/03/2023 01:00:00","BZN|FR","Without Sequence","133.86","",""
"15/03/2023 01:00:00 - 15/03/2023 02:00:00","BZN|FR","Without Sequence","124.69","",""
"15/03/2023 02:00:00 - 15/03/2023 03:00:00","BZN|FR","Without Sequence","122.65","",""
"15/03/2023 03:00:00 - 15/03/2023 04:00:00","BZN|FR","Without Sequence","120.51","",""
"15/03/2023 04:00:00 - 15/03/2023 05:00:00","BZN|FR","Without Sequence","120.67","",""
"15/03/2023 05:00:00 - 15/03/2023 06:00:00","BZN|FR","Without Sequence","131.81","",""
"15/03/2023 06:00:00 - 15/03/2023 07:00:00","BZN|FR","Without Sequence","144.52","",""
"15/03/2023 07:00:00 - 15/03/2023 08:00:00","BZN|FR","Without Sequence","173.02","",""
"15/03/2023 08:00:00 - 15/03/2023 09:00:00","BZN|FR","Without Sequence","185.31","",""
"15/03/2023 09:00:00 - 15/03/2023 10:00:00","BZN|FR","Without Sequence","166.39","",""
"15/03/2023 10:00:00 - 15/03/2023 11:00:00","BZN|FR","Without Sequence","155.34","",""
"15/03/2023 11:00:00 - 15/03/2023 12:00:00","BZN|FR","Without Sequence","144.63","",""
"15/03/2023 12:00:00 - 15/03/2023 13:00:00","BZN|FR","Without Sequence","137.74","",""
"15/03/2023 13:00:00 - 15/03/2023 14:00:00","BZN|FR","Without Sequence","122.05","",""
"15/03/2023 14:00:00 - 15/03/2023 15:00:00","BZN|FR","Without Sequence","118.78","",""
"15/03/2023 15:00:00 - 15/03/2023 16:00:00","BZN|FR","Without Sequence","119.69","",""
"15/03/2023 16:00:00 - 15/03/2023 17:00:00","BZN|FR","Without Sequence","132.52","",""
"15/03/2023 17:00:00 - 15/03/2023 18:00:00","BZN|FR","Without Sequence","150.80","",""
"15/03/2023 18:00:00 - 15/03/2023 19:00:00","BZN|FR","Without Sequence","182.30","",""
"15/03/2023 19:00:00 - 15/03/2023 20:00:00","BZN|FR","Without Sequence","199.72","",""
"15/03/2023 20:00:00 - 15/03/2023 21:00:00","BZN|FR","Without Sequence","175.25","",""
"15/03/2023 21:00:00 - 15/03/2023 22:00:00","BZN|FR","Without Sequence","147.36","",""
"15/03/2023 22:00:00 - 15/03/2023 23:00:00","BZN|FR","Without Sequence","139.35","",""
"15/03/2023 23:00:00 - 16/03/2023 00:00:00","BZN|FR","Without Sequence","139.35","",""
"16/03/2023 00:00:00 - 16/03/2023 01:00:00","BZN|FR","Without Sequence","117.39","",""
"16/03/2023 01:00:00 - 16/03/2023 02:00:00","BZN|FR","Without Sequence","107.59","",""
"16/03/2023 02:00:00 - 16/03/2023 03:00:00","BZN|FR","Without Sequence","103.80","",""
"16/03/2023 03:00:00 - 16/03/2023 04:00:00","BZN|FR","Without Sequence","100.00","",""
"16/03/2023 04:00:00 - 16/03/2023 05:00:00","BZN|FR","Without Sequence","98.07","",""
"16/03/2023 05:00:00 - 16/03/2023 06:00:00","BZN|FR","Without Sequence","103.82","",""
"16/03/2023 06:00:00 - 16/03/2023 07:00:00","BZN|FR","Without Sequence","129.57","",""
"16/03/2023 07:00:00 - 16/03/2023 08:00:00","BZN|FR","Without Sequence","142.35","",""
"16/03/2023 08:00:00 - 16/03/2023 09:00:00","BZN|FR","Without Sequence","138.03","",""
"16/03/2023 09:00:00 - 16/03/2023 10:00:00","BZN|FR","Without Sequence","117.12","",""
"16/03/2023 10:00:00 - 16/03/2023 11:00:00","BZN|FR","Without Sequence","103.20","",""
"16/03/2023 11:00:00 - 16/03/2023 12:00:00","BZN|FR","Without Sequence","91.54","",""
"16/03/2023 12:00:00 - 16/03/2023 13:00:00","BZN|FR","Without Sequence","85.57","",""
"16/03/2023 13:00:00 - 16/03/2023 14:00:00","BZN|FR","Without Sequence","78.93","",""
"16/03/2023 14:00:00 - 16/03/2023 15:00:00","BZN|FR","Without Sequence","81.11","",""
"16/03/2023 15:00:00 - 16/03/2023 16:00:00","BZN|FR","Without Sequence","85.53","",""
"16/03/2023 16:00:00 - 16/03/2023 17:00:00","BZN|FR","Without Sequence","96.35","",""
"16/03/2023 17:00:00 - 16/03/2023 18:00:00","BZN|FR","Without Sequence","120.15","",""
"16/03/2023 18:00:00 - 16/03/2023 19:00:00","BZN|FR","Without Sequence","132.70","",""
"16/03/2023 19:00:00 - 16/03/2023 20:00:00","BZN|FR","Without Sequence","130.89","",""
"16/03/2023 20:00:00 - 16/03/2023 21:00:00","BZN|FR","Without Sequence","117.14","",""
"16/03/2023 21:00:00 - 16/03/2023 22:00:00","BZN|FR","Without Sequence","102.49","",""
"16/03/2023 22:00:00 - 16/03/2023 23:00:00","BZN|FR","Without Sequence","102.47","",""
"16/03/2023 23:00:00 - 17/03/2023 00:00:00","BZN|FR","Without Sequence","102.47","",""
"17/03/2023 00:00:00 - 17/03/2023 01:00:00","BZN|FR","Without Sequence","79.66","",""
"17/03/2023 01:00:00 - 17/03/2023 02:00:00","BZN|FR","Without Sequence","74.57","",""
"17/03/2023 02:00:00 - 17/03/2023 03:00:00","BZN|FR","Without Sequence","71.69","",""
"17/03/2023 03:00:00 - 17/03/2023 04:00:00","BZN|FR","Without Sequence","65.17","",""
"17/03/2023 04:00:00 - 17/03/2023 05:00:00","BZN|FR","Without Sequence","66.78","",""
"17/03/2023 05:00:00 - 17/03/2023 06:00:00","BZN|FR","Without Sequence","81.59","",""
"17/03/2023 06:00:00 - 17/03/2023 07:00:00","BZN|FR","Without Sequence","111.30","",""
"17/03/2023 07:00:00 - 17/03/2023 08:00:00","BZN|FR","Without Sequence","126.28","",""
"17/03/2023 08:00:00 - 17/03/2023 09:00:00","BZN|FR","Without Sequence","117.70","",""
"17/03/2023 09:00:00 - 17/03/2023 10:00:00","BZN|FR","Without Sequence","111.15","",""
"17/03/2023 10:00:00 - 17/03/2023 11:00:00","BZN|FR","Without Sequence","110.25","",""
"17/03/2023 11:00:00 - 17/03/2023 12:00:00","BZN|FR","Without Sequence","93.52","",""
"17/03/2023 12:00:00 - 17/03/2023 13:00:00","BZN|FR","Without Sequence","78.69","",""
"17/03/2023 13:00:00 - 17/03/2023 14:00:00","BZN|FR","Without Sequence","80.38","",""
"17/03/2023 14:00:00 - 17/03/2023 15:00:00","BZN|FR","Without Sequence","89.51","",""
"17/03/2023 15:00:00 - 17/03/2023 16:00:00","BZN|FR","Without Sequence","99.03","",""
"17/03/2023 16:00:00 - 17/03/2023 17:00:00","BZN|FR","Without Sequence","109.54","",""
