"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"09/12/2022 19:00:00 - 09/12/2022 20:00:00","BZN|FR","Without Sequence","561.90","",""
"09/12/2022 20:00:00 - 09/12/2022 21:00:00","BZN|FR","Without Sequence","502.07","",""
"09/12/2022 21:00:00 - 09/12/2022 22:00:00","BZN|FR","Without Sequence","419.20","",""
"09/12/2022 22:00:00 - 09/12/2022 23:00:00","BZN|FR","Without Sequence","448.37","",""
"09/12/2022 23:00:00 - 10/12/2022 00:00:00","BZN|FR","Without Sequence","448.37","",""
"10/12/2022 00:00:00 - 10/12/2022 01:00:00","BZN|FR","Without Sequence","336.74","",""
"10/12/2022 01:00:00 - 10/12/2022 02:00:00","BZN|FR","Without Sequence","338.87","",""
"10/12/2022 02:00:00 - 10/12/2022 03:00:00","BZN|FR","Without Sequence","331.36","",""
"10/12/2022 03:00:00 - 10/12/2022 04:00:00","BZN|FR","Without Sequence","309.10","",""
"10/12/2022 04:00:00 - 10/12/2022 05:00:00","BZN|FR","Without Sequence","293.35","",""
"10/12/2022 05:00:00 - 10/12/2022 06:00:00","BZN|FR","Without Sequence","304.99","",""
"10/12/2022 06:00:00 - 10/12/2022 07:00:00","BZN|FR","Without Sequence","309.36","",""
"10/12/2022 07:00:00 - 10/12/2022 08:00:00","BZN|FR","Without Sequence","336.37","",""
"10/12/2022 08:00:00 - 10/12/2022 09:00:00","BZN|FR","Without Sequence","350.00","",""
"10/12/2022 09:00:00 - 10/12/2022 10:00:00","BZN|FR","Without Sequence","396.61","",""
"10/12/2022 10:00:00 - 10/12/2022 11:00:00","BZN|FR","Without Sequence","419.33","",""
"10/12/2022 11:00:00 - 10/12/2022 12:00:00","BZN|FR","Without Sequence","412.38","",""
"10/12/2022 12:00:00 - 10/12/2022 13:00:00","BZN|FR","Without Sequence","398.10","",""
"10/12/2022 13:00:00 - 10/12/2022 14:00:00","BZN|FR","Without Sequence","375.90","",""
"10/12/2022 14:00:00 - 10/12/2022 15:00:00","BZN|FR","Without Sequence","377.07","",""
"10/12/2022 15:00:00 - 10/12/2022 16:00:00","BZN|FR","Without Sequence","393.50","",""
"10/12/2022 16:00:00 - 10/12/2022 17:00:00","BZN|FR","Without Sequence","420.59","",""
"10/12/2022 17:00:00 - 10/12/2022 18:00:00","BZN|FR","Without Sequence","449.92","",""
"10/12/2022 18:00:00 - 10/12/2022 19:00:00","BZN|FR","Without Sequence","442.70","",""
"10/12/2022 19:00:00 - 10/12/2022 20:00:00","BZN|FR","Without Sequence","451.10","",""
"10/12/2022 20:00:00 - 10/12/2022 21:00:00","BZN|FR","Without Sequence","379.66","",""
"10/12/2022 21:00:00 - 10/12/2022 22:00:00","BZN|FR","Without Sequence","348.25","",""
"10/12/2022 22:00:00 - 10/12/2022 23:00:00","BZN|FR","Without Sequence","354.68","",""
"10/12/2022 23:00:00 - 11/12/2022 00:00:00","BZN|FR","Without Sequence","354.68","",""
"11/12/2022 00:00:00 - 11/12/2022 01:00:00","BZN|FR","Without Sequence","310.47","",""
"11/12/2022 01:00:00 - 11/12/2022 02:00:00","BZN|FR","Without Sequence","304.83","",""
"11/12/2022 02:00:00 - 11/12/2022 03:00:00","BZN|FR","Without Sequence","298.70","",""
"11/12/2022 03:00:00 - 11/12/2022 04:00:00","BZN|FR","Without Sequence","284.08","",""
"11/12/2022 04:00:00 - 11/12/2022 05:00:00","BZN|FR","Without Sequence","279.90","",""
"11/12/2022 05:00:00 - 11/12/2022 06:00:00","BZN|FR","Without Sequence","277.66","",""
"11/12/2022 06:00:00 - 11/12/2022 07:00:00","BZN|FR","Without Sequence","286.55","",""
"11/12/2022 07:00:00 - 11/12/2022 08:00:00","BZN|FR","Without Sequence","303.65","",""
"11/12/2022 08:00:00 - 11/12/2022 09:00:00","BZN|FR","Without Sequence","305.55","",""
"11/12/2022 09:00:00 - 11/12/2022 10:00:00","BZN|FR","Without Sequence","322.05","",""
"11/12/2022 10:00:00 - 11/12/2022 11:00:00","BZN|FR","Without Sequence","334.17","",""
"11/12/2022 11:00:00 - 11/12/2022 12:00:00","BZN|FR","Without Sequence","344.14","",""
"11/12/2022 12:00:00 - 11/12/2022 13:00:00","BZN|FR","Without Sequence","348.45","",""
"11/12/2022 13:00:00 - 11/12/2022 14:00:00","BZN|FR","Without Sequence","324.74","",""
"11/12/2022 14:00:00 - 11/12/2022 15:00:00","BZN|FR","Without Sequence","328.21","",""
"11/12/2022 15:00:00 - 11/12/2022 16:00:00","BZN|FR","Without Sequence","336.51","",""
"11/12/2022 16:00:00 - 11/12/2022 17:00:00","BZN|FR","Without Sequence","361.60","",""
"11/12/2022 17:00:00 - 11/12/2022 18:00:00","BZN|FR","Without Sequence","413.94","",""
"11/12/2022 18:00:00 - 11/12/2022 19:00:00","BZN|FR","Without Sequence","435.64","",""
"11/12/2022 19:00:00 - 11/12/2022 20:00:00","BZN|FR","Without Sequence","415.95","",""
"11/12/2022 20:00:00 - 11/12/2022 21:00:00","BZN|FR","Without Sequence","387.12","",""
"11/12/2022 21:00:00 - 11/12/2022 22:00:00","BZN|FR","Without Sequence","335.35","",""
"11/12/2022 22:00:00 - 11/12/2022 23:00:00","BZN|FR","Without Sequence","336.90","",""
"11/12/2022 23:00:00 - 12/12/2022 00:00:00","BZN|FR","Without Sequence","336.90","",""
"12/12/2022 00:00:00 - 12/12/2022 01:00:00","BZN|FR","Without Sequence","318.45","",""
"12/12/2022 01:00:00 - 12/12/2022 02:00:00","BZN|FR","Without Sequence","305.83","",""
"12/12/2022 02:00:00 - 12/12/2022 03:00:00","BZN|FR","Without Sequence","308.93","",""
"12/12/2022 03:00:00 - 12/12/2022 04:00:00","BZN|FR","Without Sequence","297.12","",""
"12/12/2022 04:00:00 - 12/12/2022 05:00:00","BZN|FR","Without Sequence","303.49","",""
"12/12/2022 05:00:00 - 12/12/2022 06:00:00","BZN|FR","Without Sequence","319.38","",""
"12/12/2022 06:00:00 - 12/12/2022 07:00:00","BZN|FR","Without Sequence","392.24","",""
"12/12/2022 07:00:00 - 12/12/2022 08:00:00","BZN|FR","Without Sequence","505.00","",""
"12/12/2022 08:00:00 - 12/12/2022 09:00:00","BZN|FR","Without Sequence","658.60","",""
"12/12/2022 09:00:00 - 12/12/2022 10:00:00","BZN|FR","Without Sequence","753.00","",""
"12/12/2022 10:00:00 - 12/12/2022 11:00:00","BZN|FR","Without Sequence","510.16","",""
"12/12/2022 11:00:00 - 12/12/2022 12:00:00","BZN|FR","Without Sequence","497.62","",""
"12/12/2022 12:00:00 - 12/12/2022 13:00:00","BZN|FR","Without Sequence","494.79","",""
"12/12/2022 13:00:00 - 12/12/2022 14:00:00","BZN|FR","Without Sequence","510.52","",""
"12/12/2022 14:00:00 - 12/12/2022 15:00:00","BZN|FR","Without Sequence","514.37","",""
"12/12/2022 15:00:00 - 12/12/2022 16:00:00","BZN|FR","Without Sequence","535.78","",""
"12/12/2022 16:00:00 - 12/12/2022 17:00:00","BZN|FR","Without Sequence","558.04","",""
"12/12/2022 17:00:00 - 12/12/2022 18:00:00","BZN|FR","Without Sequence","603.29","",""
"12/12/2022 18:00:00 - 12/12/2022 19:00:00","BZN|FR","Without Sequence","620.33","",""
"12/12/2022 19:00:00 - 12/12/2022 20:00:00","BZN|FR","Without Sequence","549.60","",""
"12/12/2022 20:00:00 - 12/12/2022 21:00:00","BZN|FR","Without Sequence","491.82","",""
"12/12/2022 21:00:00 - 12/12/2022 22:00:00","BZN|FR","Without Sequence","408.90","",""
"12/12/2022 22:00:00 - 12/12/2022 23:00:00","BZN|FR","Without Sequence","369.62","",""
"12/12/2022 23:00:00 - 13/12/2022 00:00:00","BZN|FR","Without Sequence","369.62","",""
"13/12/2022 00:00:00 - 13/12/2022 01:00:00","BZN|FR","Without Sequence","313.13","",""
"13/12/2022 01:00:00 - 13/12/2022 02:00:00","BZN|FR","Without Sequence","308.26","",""
"13/12/2022 02:00:00 - 13/12/2022 03:00:00","BZN|FR","Without Sequence","295.35","",""
"13/12/2022 03:00:00 - 13/12/2022 04:00:00","BZN|FR","Without Sequence","284.66","",""
"13/12/2022 04:00:00 - 13/12/2022 05:00:00","BZN|FR","Without Sequence","287.42","",""
"13/12/2022 05:00:00 - 13/12/2022 06:00:00","BZN|FR","Without Sequence","316.07","",""
"13/12/2022 06:00:00 - 13/12/2022 07:00:00","BZN|FR","Without Sequence","368.90","",""
"13/12/2022 07:00:00 - 13/12/2022 08:00:00","BZN|FR","Without Sequence","499.70","",""
"13/12/2022 08:00:00 - 13/12/2022 09:00:00","BZN|FR","Without Sequence","571.76","",""
"13/12/2022 09:00:00 - 13/12/2022 10:00:00","BZN|FR","Without Sequence","553.29","",""
"13/12/2022 10:00:00 - 13/12/2022 11:00:00","BZN|FR","Without Sequence","550.10","",""
"13/12/2022 11:00:00 - 13/12/2022 12:00:00","BZN|FR","Without Sequence","552.55","",""
"13/12/2022 12:00:00 - 13/12/2022 13:00:00","BZN|FR","Without Sequence","501.52","",""
"13/12/2022 13:00:00 - 13/12/2022 14:00:00","BZN|FR","Without Sequence","506.03","",""
"13/12/2022 14:00:00 - 13/12/2022 15:00:00","BZN|FR","Without Sequence","552.71","",""
"13/12/2022 15:00:00 - 13/12/2022 16:00:00","BZN|FR","Without Sequence","570.25","",""
"13/12/2022 16:00:00 - 13/12/2022 17:00:00","BZN|FR","Without Sequence","590.00","",""
"13/12/2022 17:00:00 - 13/12/2022 18:00:00","BZN|FR","Without Sequence","665.01","",""
"13/12/2022 18:00:00 - 13/12/2022 19:00:00","BZN|FR","Without Sequence","628.82","",""
"13/12/2022 19:00:00 - 13/12/2022 20:00:00","BZN|FR","Without Sequence","541.99","",""
"13/12/2022 20:00:00 - 13/12/2022 21:00:00","BZN|FR","Without Sequence","499.74","",""
"13/12/2022 21:00:00 - 13/12/2022 22:00:00","BZN|FR","Without Sequence","413.00","",""
"13/12/2022 22:00:00 - 13/12/2022 23:00:00","BZN|FR","Without Sequence","371.78","",""
"13/12/2022 23:00:00 - 14/12/2022 00:00:00","BZN|FR","Without Sequence","371.78","",""
"14/12/2022 00:00:00 - 14/12/2022 01:00:00","BZN|FR","Without Sequence","346.85","",""
"14/12/2022 01:00:00 - 14/12/2022 02:00:00","BZN|FR","Without Sequence","321.00","",""
"14/12/2022 02:00:00 - 14/12/2022 03:00:00","BZN|FR","Without Sequence","324.94","",""
"14/12/2022 03:00:00 - 14/12/2022 04:00:00","BZN|FR","Without Sequence","289.36","",""
"14/12/2022 04:00:00 - 14/12/2022 05:00:00","BZN|FR","Without Sequence","292.79","",""
"14/12/2022 05:00:00 - 14/12/2022 06:00:00","BZN|FR","Without Sequence","312.14","",""
"14/12/2022 06:00:00 - 14/12/2022 07:00:00","BZN|FR","Without Sequence","368.82","",""
"14/12/2022 07:00:00 - 14/12/2022 08:00:00","BZN|FR","Without Sequence","494.97","",""
"14/12/2022 08:00:00 - 14/12/2022 09:00:00","BZN|FR","Without Sequence","539.99","",""
"14/12/2022 09:00:00 - 14/12/2022 10:00:00","BZN|FR","Without Sequence","569.72","",""
"14/12/2022 10:00:00 - 14/12/2022 11:00:00","BZN|FR","Without Sequence","565.18","",""
"14/12/2022 11:00:00 - 14/12/2022 12:00:00","BZN|FR","Without Sequence","568.01","",""
"14/12/2022 12:00:00 - 14/12/2022 13:00:00","BZN|FR","Without Sequence","511.08","",""
"14/12/2022 13:00:00 - 14/12/2022 14:00:00","BZN|FR","Without Sequence","501.34","",""
"14/12/2022 14:00:00 - 14/12/2022 15:00:00","BZN|FR","Without Sequence","514.95","",""
"14/12/2022 15:00:00 - 14/12/2022 16:00:00","BZN|FR","Without Sequence","528.53","",""
"14/12/2022 16:00:00 - 14/12/2022 17:00:00","BZN|FR","Without Sequence","545.00","",""
"14/12/2022 17:00:00 - 14/12/2022 18:00:00","BZN|FR","Without Sequence","590.00","",""
"14/12/2022 18:00:00 - 14/12/2022 19:00:00","BZN|FR","Without Sequence","557.00","",""
"14/12/2022 19:00:00 - 14/12/2022 20:00:00","BZN|FR","Without Sequence","520.57","",""
"14/12/2022 20:00:00 - 14/12/2022 21:00:00","BZN|FR","Without Sequence","487.90","",""
"14/12/2022 21:00:00 - 14/12/2022 22:00:00","BZN|FR","Without Sequence","396.67","",""
"14/12/2022 22:00:00 - 14/12/2022 23:00:00","BZN|FR","Without Sequence","351.72","",""
"14/12/2022 23:00:00 - 15/12/2022 00:00:00","BZN|FR","Without Sequence","351.72","",""
"15/12/2022 00:00:00 - 15/12/2022 01:00:00","BZN|FR","Without Sequence","305.83","",""
"15/12/2022 01:00:00 - 15/12/2022 02:00:00","BZN|FR","Without Sequence","295.70","",""
"15/12/2022 02:00:00 - 15/12/2022 03:00:00","BZN|FR","Without Sequence","289.35","",""
"15/12/2022 03:00:00 - 15/12/2022 04:00:00","BZN|FR","Without Sequence","271.39","",""
"15/12/2022 04:00:00 - 15/12/2022 05:00:00","BZN|FR","Without Sequence","274.14","",""
"15/12/2022 05:00:00 - 15/12/2022 06:00:00","BZN|FR","Without Sequence","292.14","",""
"15/12/2022 06:00:00 - 15/12/2022 07:00:00","BZN|FR","Without Sequence","346.39","",""
"15/12/2022 07:00:00 - 15/12/2022 08:00:00","BZN|FR","Without Sequence","460.59","",""
"15/12/2022 08:00:00 - 15/12/2022 09:00:00","BZN|FR","Without Sequence","490.03","",""
"15/12/2022 09:00:00 - 15/12/2022 10:00:00","BZN|FR","Without Sequence","489.66","",""
"15/12/2022 10:00:00 - 15/12/2022 11:00:00","BZN|FR","Without Sequence","474.55","",""
"15/12/2022 11:00:00 - 15/12/2022 12:00:00","BZN|FR","Without Sequence","467.94","",""
"15/12/2022 12:00:00 - 15/12/2022 13:00:00","BZN|FR","Without Sequence","433.51","",""
"15/12/2022 13:00:00 - 15/12/2022 14:00:00","BZN|FR","Without Sequence","426.68","",""
"15/12/2022 14:00:00 - 15/12/2022 15:00:00","BZN|FR","Without Sequence","455.05","",""
"15/12/2022 15:00:00 - 15/12/2022 16:00:00","BZN|FR","Without Sequence","469.93","",""
"15/12/2022 16:00:00 - 15/12/2022 17:00:00","BZN|FR","Without Sequence","485.03","",""
"15/12/2022 17:00:00 - 15/12/2022 18:00:00","BZN|FR","Without Sequence","500.00","",""
"15/12/2022 18:00:00 - 15/12/2022 19:00:00","BZN|FR","Without Sequence","499.91","",""
"15/12/2022 19:00:00 - 15/12/2022 20:00:00","BZN|FR","Without Sequence","485.53","",""
"15/12/2022 20:00:00 - 15/12/2022 21:00:00","BZN|FR","Without Sequence","439.90","",""
"15/12/2022 21:00:00 - 15/12/2022 22:00:00","BZN|FR","Without Sequence","367.72","",""
"15/12/2022 22:00:00 - 15/12/2022 23:00:00","BZN|FR","Without Sequence","365.76","",""
"15/12/2022 23:00:00 - 16/12/2022 00:00:00","BZN|FR","Without Sequence","365.76","",""
"16/12/2022 00:00:00 - 16/12/2022 01:00:00","BZN|FR","Without Sequence","296.30","",""
"16/12/2022 01:00:00 - 16/12/2022 02:00:00","BZN|FR","Without Sequence","287.69","",""
"16/12/2022 02:00:00 - 16/12/2022 03:00:00","BZN|FR","Without Sequence","280.00","",""
"16/12/2022 03:00:00 - 16/12/2022 04:00:00","BZN|FR","Without Sequence","269.83","",""
"16/12/2022 04:00:00 - 16/12/2022 05:00:00","BZN|FR","Without Sequence","277.87","",""
"16/12/2022 05:00:00 - 16/12/2022 06:00:00","BZN|FR","Without Sequence","290.00","",""
"16/12/2022 06:00:00 - 16/12/2022 07:00:00","BZN|FR","Without Sequence","337.60","",""
"16/12/2022 07:00:00 - 16/12/2022 08:00:00","BZN|FR","Without Sequence","454.07","",""
"16/12/2022 08:00:00 - 16/12/2022 09:00:00","BZN|FR","Without Sequence","543.49","",""
"16/12/2022 09:00:00 - 16/12/2022 10:00:00","BZN|FR","Without Sequence","561.08","",""
"16/12/2022 10:00:00 - 16/12/2022 11:00:00","BZN|FR","Without Sequence","543.23","",""
"16/12/2022 11:00:00 - 16/12/2022 12:00:00","BZN|FR","Without Sequence","537.39","",""
"16/12/2022 12:00:00 - 16/12/2022 13:00:00","BZN|FR","Without Sequence","481.35","",""
"16/12/2022 13:00:00 - 16/12/2022 14:00:00","BZN|FR","Without Sequence","456.87","",""
"16/12/2022 14:00:00 - 16/12/2022 15:00:00","BZN|FR","Without Sequence","461.50","",""
"16/12/2022 15:00:00 - 16/12/2022 16:00:00","BZN|FR","Without Sequence","465.14","",""
"16/12/2022 16:00:00 - 16/12/2022 17:00:00","BZN|FR","Without Sequence","478.55","",""
"16/12/2022 17:00:00 - 16/12/2022 18:00:00","BZN|FR","Without Sequence","505.00","",""
"16/12/2022 18:00:00 - 16/12/2022 19:00:00","BZN|FR","Without Sequence","489.99","",""
"16/12/2022 19:00:00 - 16/12/2022 20:00:00","BZN|FR","Without Sequence","467.78","",""
"16/12/2022 20:00:00 - 16/12/2022 21:00:00","BZN|FR","Without Sequence","408.77","",""
"16/12/2022 21:00:00 - 16/12/2022 22:00:00","BZN|FR","Without Sequence","339.57","",""
"16/12/2022 22:00:00 - 16/12/2022 23:00:00","BZN|FR","Without Sequence","317.04","",""
"16/12/2022 23:00:00 - 17/12/2022 00:00:00","BZN|FR","Without Sequence","317.04","",""
"17/12/2022 00:00:00 - 17/12/2022 01:00:00","BZN|FR","Without Sequence","290.24","",""
"17/12/2022 01:00:00 - 17/12/2022 02:00:00","BZN|FR","Without Sequence","272.07","",""
"17/12/2022 02:00:00 - 17/12/2022 03:00:00","BZN|FR","Without Sequence","267.74","",""
"17/12/2022 03:00:00 - 17/12/2022 04:00:00","BZN|FR","Without Sequence","253.32","",""
"17/12/2022 04:00:00 - 17/12/2022 05:00:00","BZN|FR","Without Sequence","245.47","",""
"17/12/2022 05:00:00 - 17/12/2022 06:00:00","BZN|FR","Without Sequence","240.00","",""
"17/12/2022 06:00:00 - 17/12/2022 07:00:00","BZN|FR","Without Sequence","244.54","",""
"17/12/2022 07:00:00 - 17/12/2022 08:00:00","BZN|FR","Without Sequence","266.59","",""
"17/12/2022 08:00:00 - 17/12/2022 09:00:00","BZN|FR","Without Sequence","291.49","",""
"17/12/2022 09:00:00 - 17/12/2022 10:00:00","BZN|FR","Without Sequence","299.81","",""
"17/12/2022 10:00:00 - 17/12/2022 11:00:00","BZN|FR","Without Sequence","302.13","",""
"17/12/2022 11:00:00 - 17/12/2022 12:00:00","BZN|FR","Without Sequence","291.44","",""
"17/12/2022 12:00:00 - 17/12/2022 13:00:00","BZN|FR","Without Sequence","270.07","",""
"17/12/2022 13:00:00 - 17/12/2022 14:00:00","BZN|FR","Without Sequence","259.15","",""
"17/12/2022 14:00:00 - 17/12/2022 15:00:00","BZN|FR","Without Sequence","268.99","",""
"17/12/2022 15:00:00 - 17/12/2022 16:00:00","BZN|FR","Without Sequence","283.50","",""
"17/12/2022 16:00:00 - 17/12/2022 17:00:00","BZN|FR","Without Sequence","305.13","",""
"17/12/2022 17:00:00 - 17/12/2022 18:00:00","BZN|FR","Without Sequence","335.42","",""
"17/12/2022 18:00:00 - 17/12/2022 19:00:00","BZN|FR","Without Sequence","335.42","",""
"17/12/2022 19:00:00 - 17/12/2022 20:00:00","BZN|FR","Without Sequence","330.00","",""
"17/12/2022 20:00:00 - 17/12/2022 21:00:00","BZN|FR","Without Sequence","291.09","",""
"17/12/2022 21:00:00 - 17/12/2022 22:00:00","BZN|FR","Without Sequence","261.69","",""
"17/12/2022 22:00:00 - 17/12/2022 23:00:00","BZN|FR","Without Sequence","280.00","",""
"17/12/2022 23:00:00 - 18/12/2022 00:00:00","BZN|FR","Without Sequence","280.00","",""
"18/12/2022 00:00:00 - 18/12/2022 01:00:00","BZN|FR","Without Sequence","260.60","",""
"18/12/2022 01:00:00 - 18/12/2022 02:00:00","BZN|FR","Without Sequence","264.00","",""
"18/12/2022 02:00:00 - 18/12/2022 03:00:00","BZN|FR","Without Sequence","260.50","",""
"18/12/2022 03:00:00 - 18/12/2022 04:00:00","BZN|FR","Without Sequence","258.30","",""
"18/12/2022 04:00:00 - 18/12/2022 05:00:00","BZN|FR","Without Sequence","219.00","",""
"18/12/2022 05:00:00 - 18/12/2022 06:00:00","BZN|FR","Without Sequence","196.56","",""
"18/12/2022 06:00:00 - 18/12/2022 07:00:00","BZN|FR","Without Sequence","183.41","",""
"18/12/2022 07:00:00 - 18/12/2022 08:00:00","BZN|FR","Without Sequence","229.23","",""
"18/12/2022 08:00:00 - 18/12/2022 09:00:00","BZN|FR","Without Sequence","222.94","",""
"18/12/2022 09:00:00 - 18/12/2022 10:00:00","BZN|FR","Without Sequence","255.80","",""
"18/12/2022 10:00:00 - 18/12/2022 11:00:00","BZN|FR","Without Sequence","226.51","",""
"18/12/2022 11:00:00 - 18/12/2022 12:00:00","BZN|FR","Without Sequence","255.00","",""
"18/12/2022 12:00:00 - 18/12/2022 13:00:00","BZN|FR","Without Sequence","280.39","",""
"18/12/2022 13:00:00 - 18/12/2022 14:00:00","BZN|FR","Without Sequence","224.43","",""
"18/12/2022 14:00:00 - 18/12/2022 15:00:00","BZN|FR","Without Sequence","229.50","",""
"18/12/2022 15:00:00 - 18/12/2022 16:00:00","BZN|FR","Without Sequence","239.86","",""
"18/12/2022 16:00:00 - 18/12/2022 17:00:00","BZN|FR","Without Sequence","238.20","",""
"18/12/2022 17:00:00 - 18/12/2022 18:00:00","BZN|FR","Without Sequence","254.92","",""
"18/12/2022 18:00:00 - 18/12/2022 19:00:00","BZN|FR","Without Sequence","252.00","",""
"18/12/2022 19:00:00 - 18/12/2022 20:00:00","BZN|FR","Without Sequence","215.40","",""
"18/12/2022 20:00:00 - 18/12/2022 21:00:00","BZN|FR","Without Sequence","294.05","",""
"18/12/2022 21:00:00 - 18/12/2022 22:00:00","BZN|FR","Without Sequence","163.08","",""
"18/12/2022 22:00:00 - 18/12/2022 23:00:00","BZN|FR","Without Sequence","190.70","",""
"18/12/2022 23:00:00 - 19/12/2022 00:00:00","BZN|FR","Without Sequence","190.70","",""
"19/12/2022 00:00:00 - 19/12/2022 01:00:00","BZN|FR","Without Sequence","123.57","",""
"19/12/2022 01:00:00 - 19/12/2022 02:00:00","BZN|FR","Without Sequence","108.64","",""
"19/12/2022 02:00:00 - 19/12/2022 03:00:00","BZN|FR","Without Sequence","94.83","",""
"19/12/2022 03:00:00 - 19/12/2022 04:00:00","BZN|FR","Without Sequence","77.24","",""
"19/12/2022 04:00:00 - 19/12/2022 05:00:00","BZN|FR","Without Sequence","77.47","",""
"19/12/2022 05:00:00 - 19/12/2022 06:00:00","BZN|FR","Without Sequence","109.11","",""
"19/12/2022 06:00:00 - 19/12/2022 07:00:00","BZN|FR","Without Sequence","177.01","",""
"19/12/2022 07:00:00 - 19/12/2022 08:00:00","BZN|FR","Without Sequence","240.03","",""
"19/12/2022 08:00:00 - 19/12/2022 09:00:00","BZN|FR","Without Sequence","250.33","",""
"19/12/2022 09:00:00 - 19/12/2022 10:00:00","BZN|FR","Without Sequence","250.46","",""
"19/12/2022 10:00:00 - 19/12/2022 11:00:00","BZN|FR","Without Sequence","248.85","",""
"19/12/2022 11:00:00 - 19/12/2022 12:00:00","BZN|FR","Without Sequence","247.05","",""
"19/12/2022 12:00:00 - 19/12/2022 13:00:00","BZN|FR","Without Sequence","248.70","",""
"19/12/2022 13:00:00 - 19/12/2022 14:00:00","BZN|FR","Without Sequence","245.80","",""
"19/12/2022 14:00:00 - 19/12/2022 15:00:00","BZN|FR","Without Sequence","249.43","",""
"19/12/2022 15:00:00 - 19/12/2022 16:00:00","BZN|FR","Without Sequence","251.72","",""
"19/12/2022 16:00:00 - 19/12/2022 17:00:00","BZN|FR","Without Sequence","252.15","",""
"19/12/2022 17:00:00 - 19/12/2022 18:00:00","BZN|FR","Without Sequence","253.43","",""
"19/12/2022 18:00:00 - 19/12/2022 19:00:00","BZN|FR","Without Sequence","260.14","",""
"19/12/2022 19:00:00 - 19/12/2022 20:00:00","BZN|FR","Without Sequence","254.67","",""
"19/12/2022 20:00:00 - 19/12/2022 21:00:00","BZN|FR","Without Sequence","218.73","",""
"19/12/2022 21:00:00 - 19/12/2022 22:00:00","BZN|FR","Without Sequence","193.68","",""
"19/12/2022 22:00:00 - 19/12/2022 23:00:00","BZN|FR","Without Sequence","166.33","",""
"19/12/2022 23:00:00 - 20/12/2022 00:00:00","BZN|FR","Without Sequence","166.33","",""
"20/12/2022 00:00:00 - 20/12/2022 01:00:00","BZN|FR","Without Sequence","108.19","",""
"20/12/2022 01:00:00 - 20/12/2022 02:00:00","BZN|FR","Without Sequence","92.41","",""
"20/12/2022 02:00:00 - 20/12/2022 03:00:00","BZN|FR","Without Sequence","92.45","",""
"20/12/2022 03:00:00 - 20/12/2022 04:00:00","BZN|FR","Without Sequence","76.35","",""
"20/12/2022 04:00:00 - 20/12/2022 05:00:00","BZN|FR","Without Sequence","81.94","",""
"20/12/2022 05:00:00 - 20/12/2022 06:00:00","BZN|FR","Without Sequence","100.96","",""
"20/12/2022 06:00:00 - 20/12/2022 07:00:00","BZN|FR","Without Sequence","154.66","",""
"20/12/2022 07:00:00 - 20/12/2022 08:00:00","BZN|FR","Without Sequence","203.40","",""
"20/12/2022 08:00:00 - 20/12/2022 09:00:00","BZN|FR","Without Sequence","225.55","",""
"20/12/2022 09:00:00 - 20/12/2022 10:00:00","BZN|FR","Without Sequence","237.60","",""
"20/12/2022 10:00:00 - 20/12/2022 11:00:00","BZN|FR","Without Sequence","228.40","",""
"20/12/2022 11:00:00 - 20/12/2022 12:00:00","BZN|FR","Without Sequence","233.00","",""
"20/12/2022 12:00:00 - 20/12/2022 13:00:00","BZN|FR","Without Sequence","224.21","",""
"20/12/2022 13:00:00 - 20/12/2022 14:00:00","BZN|FR","Without Sequence","218.11","",""
"20/12/2022 14:00:00 - 20/12/2022 15:00:00","BZN|FR","Without Sequence","233.42","",""
"20/12/2022 15:00:00 - 20/12/2022 16:00:00","BZN|FR","Without Sequence","235.24","",""
"20/12/2022 16:00:00 - 20/12/2022 17:00:00","BZN|FR","Without Sequence","234.02","",""
"20/12/2022 17:00:00 - 20/12/2022 18:00:00","BZN|FR","Without Sequence","278.59","",""
"20/12/2022 18:00:00 - 20/12/2022 19:00:00","BZN|FR","Without Sequence","310.14","",""
"20/12/2022 19:00:00 - 20/12/2022 20:00:00","BZN|FR","Without Sequence","289.24","",""
"20/12/2022 20:00:00 - 20/12/2022 21:00:00","BZN|FR","Without Sequence","275.77","",""
"20/12/2022 21:00:00 - 20/12/2022 22:00:00","BZN|FR","Without Sequence","229.49","",""
"20/12/2022 22:00:00 - 20/12/2022 23:00:00","BZN|FR","Without Sequence","233.11","",""
"20/12/2022 23:00:00 - 21/12/2022 00:00:00","BZN|FR","Without Sequence","233.11","",""
"21/12/2022 00:00:00 - 21/12/2022 01:00:00","BZN|FR","Without Sequence","186.78","",""
"21/12/2022 01:00:00 - 21/12/2022 02:00:00","BZN|FR","Without Sequence","178.85","",""
"21/12/2022 02:00:00 - 21/12/2022 03:00:00","BZN|FR","Without Sequence","179.25","",""
"21/12/2022 03:00:00 - 21/12/2022 04:00:00","BZN|FR","Without Sequence","167.93","",""
"21/12/2022 04:00:00 - 21/12/2022 05:00:00","BZN|FR","Without Sequence","168.96","",""
"21/12/2022 05:00:00 - 21/12/2022 06:00:00","BZN|FR","Without Sequence","180.00","",""
"21/12/2022 06:00:00 - 21/12/2022 07:00:00","BZN|FR","Without Sequence","218.89","",""
"21/12/2022 07:00:00 - 21/12/2022 08:00:00","BZN|FR","Without Sequence","253.73","",""
"21/12/2022 08:00:00 - 21/12/2022 09:00:00","BZN|FR","Without Sequence","273.00","",""
